VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
Verified,Catholic Charities-Hogar Immigrant Services,Immigrant Support Services,Hogar@ccda.net,(703) 534-9805,"6301 Little River Turnpike, Suite 300, Alexandria, VA  22312",https://www.ccda.net/hogarlegal/,"Please note that we cannot provide legal advice without conducting a full consultation to understand your specific situation.  If you would like to discuss your case with an Hogar attorney, please read the information on this page and click below to schedule a remote consultation appointment with our office.  Our hours are Monday-Thursday, 9 a.m. – 5 p.m. (Closed Fridays and Weekdays 12-1p.m.)

If you are a current client, call our main number (703-534-9805) and ask for your caseworker, or listen to the recorded message and dial the extension of your caseworker. If you are a current client and do not know who your caseworker is, please call our main number and leave a message. We will return your phone call as soon as possible.

To implement our mission, Hogar’s Legal Services offers immigration legal assistance. Hogar's bilingual immigration attorneys specialize in the following types of cases:

Immigration legal consultations
Cases involving Unaccompanied Children – asylum, U Visas, Special Immigrant Juvenile Status (SIJS)
Obtaining lawful permanent residence (green card)
Family petitions (I-130s)
Adjustment of Status
U Visas, T Visas, and relief under the Violence Against Women Act (VAWA)
Naturalization applications
Citizenship certificates
Deferred Action for Childhood Arrivals (DACA)
Employment Authorization
Green card renewals (I-90 applications)
Temporary Protected Status (TPS)
NACARA
Travel documents and FOIA Requests
Waivers of Inadmissibility and I-601A Waivers
Asylum
Hogar does not accept the following types of cases: detained cases, employment-based visas or labor certifications, non-immigrant visas, and consular processing (including National Visa Center [NVC] cases).  We also do not accept most removal defense (immigration court) cases.","Monday-Thursday, 9 a.m. – 5 p.m. (Closed Fridays and Weekdays 12-1p.m.)",,38.8178023,-77.1438649
Verified,Center for Assistance to Families,Family,info@mycaf.org,703-372-5440,"13923 Minnieville Rd Woodbridge, VA 22193",http://mycaf.org,"With an office in Woodbridge, a 501(c)(3) not-for-profit organization and HUD-approved Housing Counseling Agency that provides free educational workshops and a wide range of housing counseling services, including pre-purchase assistance, foreclosure prevention, and rental guidance to low-income and immigrant families.",,,38.64965250000000,-77.3272152
Verified,Central Library,Education Services,,703-792-8360,"8601 Mathis Ave, Manassas, VA 20110",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM","U.S. Passport Services will be closed from Saturday, March 1-Sunday, March 16. Appointments can be made at pwcva.gov/library beginning Monday, March 17.",38.7687535,-77.4548693
Verified,Child Trends,Parenting,,(240) 223-9200,12300 Twinbrook Parkway Suite 235 Rockville MD 20852,https://www.childtrends.org/about-us,"Child Trends actively collaborates with its clients and offers strategic guidance to help them meet their goals. Our independent, actionable research describes and analyzes how children, youth, and families are faring; provides evidence-based technical assistance to programs; clearly communicates findings to policymakers and practitioners in accessible, actionable ways; and helps organizations improve the efficacy of their direct services. ",,,39.0590957,-77.1201244
Verified,Chinn Aquatics & Fitness Center,Community and Recreation Centers,kfish@pwcgov.org,703-792-8600,"13025 Chinn Park Dr, Woodbridge, VA 22192",http://www.pwcgov.org/government/dept/park/chinn/pages/default.aspx,"Aquatics
Chinn Aquatics & Fitness Center is a premiere aquatics center which offers patrons two large swimming pools, diving boards, two whirlpool hot tubs, two steamy saunas and an outdoor sundeck. During ""Splash 'n' Play"", parents and children 5 and under invited to participate in aquatics play.                                                       Fitness
Get your heartbeat up in our cardio room complete with state-of-the-art equipment. Get fit on your own or use a personal trainer. Our fully stocked weight room is just one of the many amenities we offer to help you have fun, relieve stress and stay healthy.","Hours of Operation
Monday - Thursday: 5am - 9pm
Friday: 5am - 8pm
Saturday: 7am - 5pm
Sunday: 8am - 5pm

Pools closes 15 minutes before closing Monday - Friday and 30 minutes before closing Saturdays and Sundays. We accommodate multiple user groups in our pools throughout each day.

Closed:

Labor Day
Thanksgiving Day
Dec 24th Christmas Eve
Dec 25th Christmas
Dec 31st New Years Eve Close at 2p
Jan 1st New Years Day
Easter
Memorial Day
July 4th","Splash 'n Play
Together parents and children discover the aquatic environment through water playtime. Toys are provided. No registration required. Up to 2 adults are free with each child.

Ages 6 months - 5 years
1/1 - 5/2 1:00-2:30pm M/W/F, $5",38.6702591,-77.3320438
Verified,Chinn Park Library,Education Services,,703-792-4800,"13065 Chinn Park Dr, Woodbridge, VA 22192",www.pwcva.gov/library,,"Sunday        1:00 PM - 5:00 PM
Monday        10:00 AM - 8:00 PM
Tuesday        10:00 AM - 8:00 PM
Wednesday        10:00 AM - 5:00 PM
Thursday        10:00 AM - 5:00 PM
Friday        10:00 AM - 5:00 PM
Saturday        10:00 AM - 5:00 PM",,38.6703122,-77.3332397
Verified,The Chris Atwood Foundation,Mental Health Substance Use,info@thecaf.org,703.653.4221,"PO Box 9282 Reston, Virginia 20195",https://www.thecaf.org/,"Get Nalaxone
Request a FREE  naloxone opioid overdose reversal kit and watch our naloxone training video online.

Connect With A Peer Specialist
Call or Text: 703-653-4221
Our Peers are available for those in recovery and their allies to listen and provide guidance, referrals, and emotional support.

FAMILY RECOVERY SUPPORT
Help and healing for families impacted by substance use. A direct line of support to answer ""What do I do?",,,38.9475624,-77.3295728
Verified,Creating Foundations for Hope,Food,info@cfhva.org,703-221-4510,"7702 Donegan Drive, Manassas, VA 20109",https://cfhva.org/food-pantry/,"What began as pandemic-related food distribution efforts at East End Mobile Home Park in 2020 quickly blossomed into regular distribution at East End Mobile Home Park. We soon expanded these efforts to include the surrounding community in a twice monthly distribution effort that feeds hundreds of people each month. Addressing this food insecurity is another important piece in creating stable homes for our neighbors in need.

Food is distributed to East End residents on Tuesdays.

Food distribution for families in surrounding areas of East End is 2 times a month. Days and times vary depending on food supplies please follow us on Face book at CFH at East End for days and times.

If you represent a school or social services and have someone in need of food please send them to CFH Food Pantry. We accept all referrals.

Anyone looking for assistance with food or who would like more information, please contact Helen Zurita, Community Liaison, at 703.221.4510 (ext. 2001). If you would like to help stock our food pantry, you can donate products from our Amazon wishlist here.",,,38.7899186,-77.5172169
Verified,Creating Foundations for Hope,Housing Utilities Finances,info@cfhva.org,703-221-4510,"7702 Donegan Drive, Manassas, VA 20109",https://cfhva.org,"Security Deposit Assistance
Sometimes help with the security deposit is the difference between having or not having a safe place to call home.  CFH is here to help.

Downpayment Assistance
Help with a downpayment is often just what’s needed for someone to buy a first home – and change their family’s trajectory for generations.

First-Time Homebuyer Opportunities
Thanks to our partnership with two state agencies, CFH buys and renovates homes to sell affordably to income-qualified purchasers.

Senior Emergency Assistance
Seniors and the disabled are particularly vulnerable to devastating consequences due to changing circumstances, and emergency financial help and support can keep them in their homes.

Rental Homes
Affordable rental homes are critical for limited-income households and for our communities in general.  Our portfolio of affordable rentals continues to grow so we can provide a safe and sustainable haven for seniors, young families, and others.

East End Community
In 2018, CFH and its partners stepped in to purchase the East End Mobile Home Park in Manassas, stopping its pending condemnation due to ongoing water and sewer issues.  Today, east End is a thriving community where these and other property issues have been fixed, and where residents enjoy a variety of new programs and events at a new community center and playground.",,,38.78991861,-77.5172169
Verified,Culpeper Housing and Shelter Services,Housing Utilities Finances,info@culpepershelter.org,540-825-7434,"215 E. Spencer St., Culpeper, VA  22701",https://culpepershelter.org/,"Homeless Shelter
Culpeper Housing and Shelter Services (CHASS) operates a 15 bed Emergency Homeless Shelter in Culpeper, VA. The shelter is for families and individuals who are literally homeless as a result of:

Eviction
Loss of home through fire
Loss of employment
Economic disparity
Family/Medical emergency
Other unforeseen circumstance
The emergency shelter houses up to 15 people in a group setting.  They share kitchens and common living area.  Families and individuals learn to get along and work together, many times offering help to one another to accomplish their goals.  The shelter provides a temporary place to stay while dealing with crisis issues.  It gives them the time to regain control of their lives and focus on residential stability.

Every shelter resident is provided a case manager.  Case management services include:

Budget Counseling
Housing Counseling
Job Search Services
Life Skills Training
Referrals to local, state and federal resources
Help with developing an individualized housing service plan
Preventing Homelessness
Prevention funds are provided to families and individuals who meet the requirements of the program and are facing homelessness in 14 days or less. The program is designed to divert clients from homelessness and if necessary provide financial assistance for back rent to keep them stably housed. Case management is provided on a monthly basis to help clients retain housing stability. This could include budget and housing counseling, developing a housing service plan or referrals to needed resources.

Rapid Re-housing
Culpeper Housing and Shelter Services helps provide homeless families and individuals the financial assistance to move into permanent housing with rapid re-housing funds. This assistance can be for a security deposit or first month’s rent to help them secure housing. Case management is provided on a monthly basis to help clients stay in stable housing. Case management could be budget and housing counseling, referrals to needed resources, and helping with employment opportunities.

Rapid Re-housing clients must be literally homeless to qualify for this program.",,,38.473499,-77.9933391
Verified,D R Horton Rippon Community Center,Community and Recreation Centers,,(703) 580-1099,"15415 Elizabeth Burbage Loop, Woodbridge, VA 22191",https://www.drhorton.com/,"The D R Horton Rippon Community Center in Woodbridge, VA serves as a hub for local residents to gather and engage in community activities.

Offering a range of amenities and spaces for various events, the center provides a welcoming environment for individuals and groups to come together.","Sun Closed
Mon 9:00 AM-6:00 PM
Tue 9:00 AM-6:00 PM
Wed 9:00 AM-6:00 PM
Thu 9:00 AM-6:00 PM
Fri 9:00 AM-6:00 PM
Sat Closed",,38.6168004,-77.28107900000000
Verified,Dale City Library,Education Services,,703-792-5670,"4249 Dale Blvd, Dale City, VA 22193",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.6460333,-77.3377817
Verified,Area Agency on Aging,Veteran Services,,703-792-6374,"1 County Complex Ct., Prince William, VA 22192",https://www.pwcva.gov/department/area-agency-aging/veterans-assistance,Veterans Assistance,,,38.70249421,-77.4066764
Verified,Dumfries Library,Education Services,,703-792-5678,"18115 Triangle Shopping Plaza, Dumfries, VA 22026",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.5591638,-77.33264920000000
Verified,E. Carrington Family Enrichment Center,Family,,703-530-9800,"9300 Forest Point Circle, Manassas, VA 20110",https://e-carrington.org,"Our mission is to care and our duty is to serve. The E. Carrington Family Enrichment Center is a non profit human service agency committed to enhancing the quality of life for individuals and families by providing services that are consistently available, easily accessible, and genuinely responsive to the needs of all people.

We promote sustainable change by:
- Providing individuals and families with the necessary tools to reach their full potential.
- Empowering and educating women and their families to initiate personal and social change.
- Preventing child abuse and neglect by promoting positive parenting.
- Fighting poverty by strengthening the capacity for self-help.
- Helping families and individuals obtain the highest level of comprehensive diagnostic and therapeutic services in the Northern Virginia and metro DC area.","Monday – Thursday
9 AM – 7 PM

Friday
By Appointment Only

Saturdays 
8 AM – 3 PM",,38.7657489,-77.4793186
Verified,Early Head Start Child Development Center -- Georgetown South,Family,,571.748.2770,"9444 Taney Road, Manassas, VA 20110",https://www.nvfs.org/our-services/early-childhood-development/early-head-start/,"NVFS’ Early Head Start programs provide tools and resources to pregnant women and parents of children ages 0-3 at home and at our centers so that they can build a brighter future for their family. NVFS Early Head Start offers these programs in Arlington, Loudoun and Prince William counties.

At our centers, children receive:

Full-day, full-year care, with a child-centered approach to learning
Daily nutritious meals
Coordinated services to provide comprehensive solutions to the child’s health and educational needs
In our home-based program, parent educators come to participants’ homes and receive:

A weekly 90-minute education session
Twice a month family gatherings for play and socialization
Links to a variety of resources and services based on participants’ needs",,pregnant women and parents of children ages 0-3,38.74132851,-77.4728188
Verified,Early Head Start Child Development Center -- Wonderful Virginia Academy,Family,,571.748.2703,"13420 Minnieville Road, Woodbridge, VA 22192",https://www.nvfs.org/our-services/early-childhood-development/early-head-start/,"NVFS’ Early Head Start programs provide tools and resources to pregnant women and parents of children ages 0-3 at home and at our centers so that they can build a brighter future for their family. NVFS Early Head Start offers these programs in Arlington, Loudoun and Prince William counties.

At our centers, children receive:

Full-day, full-year care, with a child-centered approach to learning
Daily nutritious meals
Coordinated services to provide comprehensive solutions to the child’s health and educational needs
In our home-based program, parent educators come to participants’ homes and receive:

A weekly 90-minute education session
Twice a month family gatherings for play and socialization
Links to a variety of resources and services based on participants’ needs",,pregnant women and parents of children ages 0-3,38.65816910000000,-77.304012
Verified,Early Head Start Child Development Center -- Nikki’s Christian Daycare & Learning Center,Family,,571.748.2703,"14900 Cloverdale Road, Woodbridge, VA 22193",https://www.nvfs.org/our-services/early-childhood-development/early-head-start/,"NVFS’ Early Head Start programs provide tools and resources to pregnant women and parents of children ages 0-3 at home and at our centers so that they can build a brighter future for their family. NVFS Early Head Start offers these programs in Arlington, Loudoun and Prince William counties.

At our centers, children receive:

Full-day, full-year care, with a child-centered approach to learning
Daily nutritious meals
Coordinated services to provide comprehensive solutions to the child’s health and educational needs
In our home-based program, parent educators come to participants’ homes and receive:

A weekly 90-minute education session
Twice a month family gatherings for play and socialization
Links to a variety of resources and services based on participants’ needs",,pregnant women and parents of children ages 0-3,38.62848,-77.322993
Verified,Easter Seals,Veteran Services,,(301) 588-8700,"1420 Spring Street, Silver Spring, MD 20910",https://www.easterseals.com/DCMDVA/programs-and-services/military-veteran-services/,"Since 1945, Easterseals DC MD VA has worked to enhance quality of life and expand access to mental healthcare, employment, education, and respite opportunities for people with military backgrounds and their families. Our holistic military and veteran services create a hopeful, inclusive community where all people realize their potential and live meaningful lives.

Easterseals DC MD VA proudly served 1,834 veterans and military families last year.
Steven A. Cohen Military Family Clinic at Easterseals
The Cohen Clinic provides high-quality, accessible outpatient mental healthcare to post-9/11 veterans, active-duty service members, National Guard, Reservists, their families, and caregivers regardless of role or discharge status. Our skilled clinicians and staff have been trained to work specifically with veterans, and some are veterans themselves.

7,691 hours of therapy improved the mental well-being of veterans and military families at the Cohen Clinic.
Veteran Staffing Network
VSN is dedicated to finding meaningful jobs for veterans and military spouses. Our career coaches prepare job seekers for all levels of employment with resume building, interview practice, networking, and more. Additionally, VSN advises employers interested in hiring veterans transitioning to the civilian workforce.

595 job seekers received career coaching from the VSN.
Homeless Veterans Reintegration Program
HVRP helps veterans experiencing or at risk of homelessness prepare for long-term employment and receive support for complex transitional needs. We serve male and female veterans, and their families. Services include job training, counseling, and placement services, as well as assistance with work-related clothing, supplies, and transportation.

132 homeless veterans enrolled in HVRP employment and local support services.
Military Family Respite Programs
We offer respite care for military, veterans, and wounded warrior families with children with and without disabilities. Parents and caregivers receive a much-needed break while their child receives individualized care at Easterseals one Saturday per month. In-home specialized respite care is available to active-duty Navy families who have a child with a disability.

482 individuals and families received weekend or in-home respite care.
Little Warriors Child Development Program
Children of wounded warriors receive scholarships to attend Easterseals Child Development Centers. Our inclusive early care and education programs create nurturing environments where children of all abilities learn together in a shared classroom. We support children and their families as they focus on their service member's recovery.

Full scholarships valued at approximately $25,000 allow a Little Warrior to attend an Easterseals Child Development Center.
Adult Day Services
Our Adult Day Services provides cost-effective daily clinical services and engaging activities for adults, seniors, and veterans of all ages. Our centers are a safe, home-like environment with caring staff. Transportation is available to and from each of our three Maryland locations. We also partner with the U.S. Department of Veterans Affairs to provide veterans the opportunity to attend Easterseals Adult Day Services two days a week.

94% of participants had an improved quality of life as a result of attending an Easterseals Adult Day Services center",,,38.9978178,-77.0338227
Verified,Eleanor U. Kennedy Shelter,Housing Utilities Finances,,703-799-0200,"9155 Richmond Highway, Fort Belvoir, VA 22060",https://www.newhopehousing.org/our-services/shelters/eleanor-u-kennedy-shelter/,"The Eleanor U. Kennedy Shelter provides temporary shelter and services to meet basic needs for adult men and women when they fall on hard times and have nowhere left to go.

This program provides:

- Temporary shelter
- Case management
- Advocacy
- Employment assistance
- Housing assistance
- Meals
- Connection with community resources and programs

Please contact shelter by phone for information and bed availability. During winter months, adults in need of shelter can go directly to site for availability.","Sunday: Open 24 Hours
Monday: Open 24 Hours
Tuesday: Open 24 Hours
Wednesday: Open 24 Hours
Thursday: Open 24 Hours
Friday: Open 24 Hours
Saturday: Open 24 Hours",,38.7078499,-77.1596793
Verified,Emergency Services Crisis Intervention Program -- Manassas Office,Hotlines Crisis,,(703) 792-7800,"Sudley North Government Center 8033 Ashton Ave., Manassas, VA 20109",https://www.pwcva.gov/department/community-services/crisis-intervention,"The Mission of the Emergency Services Crisis Intervention Program is to respond on a 24-hour basis to the members of our community while providing comprehensive and respectful intervention to those experiencing a crisis related to mental health, substance abuse and/or intellectual disabilities. We work collaboratively with citizens, their families and community agencies in a way that supports self-determination to the greatest extent possible, while also maintaining the safety of the individual and the community.","Crisis Intervention Services are available 24 hours a day, 7 days a week: both scheduled and walk-in services are available at the Manassas and Woodbridge offices from 8 a.m. until 8 p.m. Monday through Thursday; and Friday from 8 a.m. until 5 p.m. Emergency Services staff are available after these hours, on weekends and holidays and can be accessed by calling our main number: (703) 792-7800 (TTY:711) in Manassas or (703) 792-4900 (TTY:711) in Woodbridge.",,38.7885886,-77.5197251
Verified,Emergency Services Crisis Intervention Program -- Woodbridge Office,Hotlines Crisis,,(703) 792-4900,"1 County Complex Ct., Prince William, VA 22192",https://www.pwcva.gov/department/community-services/crisis-intervention,"The Mission of the Emergency Services Crisis Intervention Program is to respond on a 24-hour basis to the members of our community while providing comprehensive and respectful intervention to those experiencing a crisis related to mental health, substance abuse and/or intellectual disabilities. We work collaboratively with citizens, their families and community agencies in a way that supports self-determination to the greatest extent possible, while also maintaining the safety of the individual and the community.","Crisis Intervention Services are available 24 hours a day, 7 days a week: both scheduled and walk-in services are available at the Manassas and Woodbridge offices from 8 a.m. until 8 p.m. Monday through Thursday; and Friday from 8 a.m. until 5 p.m. Emergency Services staff are available after these hours, on weekends and holidays and can be accessed by calling our main number: (703) 792-7800 (TTY:711) in Manassas or (703) 792-4900 (TTY:711) in Woodbridge.",,38.7024942,-77.4066764
Verified,Empowerhouse (Fredericksburg),Hotlines Crisis,office@empowerhouseva.org,540-373-9372/540-373-9373,"150 Olde Greenwich Drive, Suite 101, Fredericksburg, VA 22408",https://www.empowerhouseva.org,"Empowerhouse is a non-profit organization providing confidential domestic violence assistance in the city of Fredericksburg and the counties of Stafford, Spotsylvania, King George, and Caroline. These services include a free and confidential 24-hour hotline, a temporary emergency shelter, information, referrals, and advocacy.

Empowerhouse is an accredited Virginia domestic violence program funded by state and federal grants, localities in planning district 16 (to include Fredericksburg, Stafford, Spotsylvania, King George and Caroline), Rappahannock United Way, donations, and fundraising events.","Empowerhouse Public Outreach Office, Mon-Fri, 9am-5pm
Phone 540-373-9372
Located at 150 Olde Greenwich Drive, Suite 101, Fredericksburg, VA 22408.
Postal address P.O. Box 1007, Fredericksburg, VA 22402
Email office@empowerhouseva.org

An advocate is available Monday-Friday, 9am-5pm, in the King George Sheriff’s Office located at 10445 Government Center Boulevard, King George, Va 22485. Call Empowerhouse at 540-373-9373 and we will put you in touch with the King George advocate.


Free Confidential Assistance and Information 24-hours a Day
Hotline 540-373-9373, toll free 1-877-734-7238",,38.271137,-77.4812666
Verified,English as a Second Language and Immigrant Ministries (ESLIM),Language,office@eslim.org,(703) 841-0292,"9750 Wellington Rd. Manassas, VA 20110",https://eslim.org/students/classes-schedules/,Adult,"Monday & Wednesday
7:00 pm - 9:00 pm

In-person classes	Monday, March 10, 2025 -
Wednesday, May 21, 2025","$40 for materials includes textbook	Online registration:
umcgrace.org/ESL",38.7382383,-77.4765357
Verified,Ethiopian Community Development Council,Immigrant Support Services,info@ecdcus.org,(703) 685-0510,"901 South Highland St, Floor 4, Arlington, VA 22204",https://www.ecdcus.org/,"We help newcomers to realize their potential and make positive contributions to American society.
As a national refugee resettlement agency, we take responsibility for assigning refugees to local communities across the U.S. and placing them in the hands of trusted organizations that help them meet their immediate and longer-term needs.",,,38.8630455,-77.0889752
Verified,"First Home Alliance, Inc. Headquarters",Housing Utilities Finances,Help@FirstHomeAlliance.org,877-250-9025,"3138 Golansky Blvd, Suite 202, Woodbridge, VA 22192",http://firsthomealliance.org,"First Home Alliance of Northern Virginia is a HUD-approved 501(c)3 not-for-profit, housing counseling agency that promotes financial literacy and economic self-sufficiency. Our mission is to increase home ownership among low-to-moderate income communities and to sustain ownership for present homeowners through loss-mitigation counseling and foreclosure intervention.",,,38.6518429,-77.30609250000000
Verified,First Mount Zion Baptist Church,Family,fmzbc@firstmountzionbc.org,703-670-0184,"16622 Dumfries Road, Dumfries, Virginia 22025-1920",https://firstmountzionbc.org/,,,,38.5907563,-77.33580620000000
Verified,Food Pantry by Woodbridge Workers,Food,,703-969-0197,"10934 Coverstone Drive, Manassas, VA 20109",,"Woodbridge Workers' food pantry serves everyone and anyone who is food insecure by providing food assistance.

This program provides:

- Food to meet basic nutritional needs

The food pantry serves food at a fixed location in Manassas. Please call for times as they may vary. Emergency food is also available depending on supplies. Though this service is typically available on Tuesdays and Thursdays, times and dates may vary. Please call for more information.",3rd Wednesday of the month. Please call for times.,,38.7944532,-77.5221038
Verified,Forest Park Mobile Home Community,Community and Recreation Centers,customer.care@forestparkmhp.com,(703) 791-3054,"7800 Tayloe Drive Lot 125, Manassas, VA 20112",https://www.dwoskin.com/forest-park-mobile-home-community.aspx,"Forest Park mobile home community combines the affordability of mobile home living with the convenience of a Manassas location in close proximity to shops, restaurants, and entertainment. It’s just a short walk to Woodbine Station Shopping Center for quick shopping and dining. Recreational activities like camping, fishing, canoeing, batting cages, and horseshoe pits are also close by at the Forest Greens Golf Club at Forest Shade Park and Prince William Forest Park. Our residents also can easily enjoy world-class entertainment at Jiffy Lube Live; a major concert venue just minutes away.

Our quiet, comfortable community is nestled in a lush, wooded setting within a residential neighborhood, allowing you to retreat from the chaos of life at the end of the day. We’re also just 10 miles from Quantico Marine Corps Base, one of the area’s largest employers.",,,38.6631017,-77.43614060000000
Verified,Formed Families Forward,Family,Info@FormedFamiliesForward.org,(703) 539-2904,"10304 Eaton Place Suite 100, Fairfax, VA 22030",https://formedfamiliesforward.org/services/consultation-and-support/,"Consultation and support
Formed Families Forward provides consultation and support to families and agency personnel to help them meet the special education needs of their children and youth. Short-term phone and direct consultations are available at no cost to adoptive, foster and kinship families and to child welfare and education professionals in northern Virginia.

Formed Families Forward offers special education resources designed specifically for foster, adoptive and kinship families. We  assist with navigating resources and make linkages to other agencies and organizations, and offer peer support groups for parents and caregivers and for youth and young adults age 14-22. Learn more about our Stronger Together youth and Formed Families Together parent/caregiver peer support groups HERE.

Formed Families Forward also offers education resources including fact sheets and topical resource webpages designed specifically for foster, adoptive and kinship families.",,,38.8621957,-77.3032399
Verified,Formed Families Forward,Parenting,Info@FormedFamiliesForward.org,(703) 539-2904,"10304 Eaton Place Suite 100, Fairfax, VA 22030",https://formedfamiliesforward.org/services/parenting-classes/,"Formed Families Forward staff are able to offer classes to support positive parenting. The classes typically are delivered over a series of sessions, and may be offered in person or virtually. Our parenting classes may have an associated fee to help cover staff training and licensing or credentialing for specific curricula.

For 2025, our next offering is a 8-session course starting summer of Raising Kids with Big Baffling Behavior. The course is offered weekly on Tuesdays, virtually from 7 – 9 PM, starting June 17. The course is delivered by FFF’s Melissa Lebling, who is a certified Raising Kids with Big Baffling Behavior course facilitator. All 12 modules will be included in the 8 sessions. The registration fee for the course, inclusive of materials and access to the live sessions is $250.",,,38.8621958,-77.3032399
Verified,Responsibility -- Eliminate Underage Drinking,Family,,202-637-0077,"101 Constitution Avenue, NW, Suite 375 East, Washington, DC 20001",https://www.responsibility.org/prevent-underage-drinking/,"The number of teens who report they have ever consumed alcohol has decreased 59% proportionally from 1991 to 2024. This means that underage drinking rates are at record lows. We are proud of the progress that has been made, but our work is not done. Through our outreach, programming, and partnerships, we will continue our efforts to empower kids, tweens, teens, and young adults to remain alcohol-free.",,,38.8928495,-77.01299440000000
Verified,Freedom Aquatic & Fitness Center,Community and Recreation Centers,freedomc@gmu.edu,(703)993-8444,"9100 Freedom Center Blvd, Manassas, VA 20110",http://www.freedom-center.com,"Our mission is to promote healthy lifestyles through quality educational and recreational programs in an environment that motivates individuals to meet their goals.

The Freedom Aquatic & Fitness Center provides a broad range of year-round recreational, educational, social and cultural programs and activities. The facility is designed to attract and serve a variety of individuals and groups, including, but not limited to, the general public, youth, school and community groups, the elderly and persons with disabilities.

Located on the Prince William campus of George Mason University, our 110,000 square foot facility features two pools; a whirlpool; family locker rooms; a full gymnasium; cardio, aerobic and strength studios; racquetball courts; a child care center and a full range of adult and youth programming.

George Mason University is responsible for all aspects of the daily administration and operation of the Freedom Aquatic & Fitness Center, and as such, the Center is an equal opportunity and an affirmative action facility committed to the principle that access to Center facilities, programs and activities shall be afforded equally to all persons without regard to race, color, religion, national origin, disability, sexual orientation, veteran status, sex, or age. Specific mandates with regard to priority of use and resident status arrangements are contained in the Center’s governing document – the Tripartite agreement duly executed by George Mason University, Prince William County and the City of Manassas.

The Center is the result of an innovative joint partnership between George Mason University, Prince William County and the City of Manassas and has been heralded as a national model for such endeavors. Freedom opened in September 1999 and remains one of the largest aquatic and fitness centers in the region.","Monday-Thursday: 5:00am-10:00pm
Friday: 5:00am-8:00pm
Saturday: 8:00am-8:00pm
Sunday 8:00am-6:00pm
**Visit our Pool Hours page for up to date hours. **",,38.759162,-77.5196295
Verified,Friendship Place -- Veterans First,Veteran Services,vfscreen@friendshipplace.org,202-364-1419,"4713 Wisconsin Ave NW, Washington DC 20016",https://friendshipplace.org/programs-outreach/veterans-first/,"Friendship Place’s Veterans First program is a leading provider of rapid rehousing and homeless prevention services for veterans and their families in the Washington D.C. metropolitan area. The program follows the results proven Housing First model, which removes all barriers to housing such as unemployment, histories of incarceration, sobriety, and mental health care, and instead prioritizes providing permanent housing.

The Veterans First staff provides case management services aimed at housing stability. These services may include assistance with locating and moving into a permanent housing unit, connecting with benefits, employment assistance, connecting with medical and mental health care, budgeting, and other needs identified during intake.","Welcome Center Hours
Mondays: 9am-12pm, 1-4pm
Tuesdays: 9am-12pm, 1-4pm
Wednesdays: Closed
Thursdays: 9am-12pm, 1-4pm
Fridays: Closed
Saturdays: Closed
Sundays: Closed",,38.95136920000000,-77.0805936
Verified,Friendship Place -- Housing,Housing Utilities Finances,info@friendshipplace.org,202-364-1419,"4713 Wisconsin Ave NW, Washington DC 20016",https://friendshipplace.org/programs-outreach/housing/,"Friendship Place is the leading organization ending homelessness in the Washington metro region. We know that there is a proven solution to homelessness: a place to live. That’s why we have several different programs to help people who are experiencing or at risk of homelessness find and keep stable housing. Our programs are grounded on the state-of-the-art “Housing First” model of homeless services, which removes all barriers to housing, such as employability, sobriety, and incarceration history. At Friendship Place, we meet people where they are.

Friendship Place helps thousands of people each year through a number of Permanent Supportive Housing (PSH) programs and housing services for Veterans. We additionally operate a short-term housing facility. Learn about all of our housing programs below.","Welcome Center Hours
Mondays: 9am-12pm, 1-4pm
Tuesdays: 9am-12pm, 1-4pm
Wednesdays: Closed
Thursdays: 9am-12pm, 1-4pm
Fridays: Closed
Saturdays: Closed
Sundays: Closed",,38.9513693,-77.0805936
